building_id,timestamp_hour,volume,hot,cold,apartment_size,volume_per_room,hot_per_room,cold_per_room
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-05 13:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-05 14:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-05 15:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-05 16:00:00,335.8719754,106.9700665,228.90191240000001,121,137.22237213333332,43.70321817500001,93.51915497499996
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-05 17:00:00,831.2089960000002,433.29669320000005,397.91230829999995,121,339.5950786666666,177.02578446666666,162.56929644999997
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-05 18:00:00,1374.8232965000004,285.69452029999997,1089.1287725000002,121,561.6917380833335,116.72209190000001,444.96964416666685
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-05 19:00:00,5305.580246000001,2915.282798,2390.2974920000006,121,2167.6244506666662,1191.0550738333334,976.5693911666668
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-05 20:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-05 21:00:00,167.99814599999996,3.063391107,164.9347538,121,68.63658099166668,1.2515655528333334,67.38501495833334
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-05 22:00:00,224.06264040000002,37.90613523000001,186.15650699999995,121,91.54204368333335,15.486763333333332,76.0552811
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-05 23:00:00,525.9087811999999,76.81564179000003,449.09313720000006,121,214.86297014166664,31.383459551666675,183.47950935000003
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 00:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 01:00:00,600.2293185,107.06774010000002,493.1615716999999,121,245.22704053333328,43.74312314166668,201.48391468333338
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 02:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 03:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 04:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 05:00:00,606.196262,76.55813971,529.6381289999998,121,247.66486924999998,31.27825569333334,216.38661558333334
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 06:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 07:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 08:00:00,177.8986693,0.0,177.8986693,121,72.68149489166666,0.0,72.68149489166666
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 09:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 10:00:00,353.76395900000006,117.74965150000001,236.01430680000004,121,144.53224164999995,48.10727781666667,96.42496351666668
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 11:00:00,670.8027356000001,184.9222708,485.88046709999975,121,274.0602044333333,75.55102689166665,198.50917909999998
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 12:00:00,168.89496290000005,9.802851524999998,159.0921126,121,69.00298049166666,4.005009750000002,64.99797134166667
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 13:00:00,1137.7345824999998,527.5337095000001,610.2008722000002,121,464.82781941666656,215.52684405,249.3009749666667
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 14:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 15:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 16:00:00,0.0,0.0,0.0,121,0.0,0.0,0.0
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 17:00:00,4470.411128000001,2649.8066889999996,1820.6044089999998,121,1826.4114345000005,1082.5933233333337,743.8181025
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 18:00:00,1074.7352715,31.646162419999992,1043.08912,121,439.08909941666656,12.929216400833324,426.1598861666667
1bbf041c-f23c-437e-9c9b-2bd43d310a7c,2019-01-06 19:00:00,260.13074250000005,16.799814610000002,243.33092790000006,121,106.27786785833337,6.863658086666667,99.41420974166668
